Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
857,"The Way We Were: Once upon a time, Naperville was home to the largest furniture-manufacturing company in the US",-0.0475471152458339,"This week's The Way We Were column looks back at Naperville's Kroehler Manufacturing Co., which grew to be one of the nation's largest furniture producers and then disappeared when furniture production and tastes changes.",0.174874268413987,"Andrea Field, Steve Metsch",0.0416814320924459,2
858,US approves two gene therapies for sickle cell disease,-0.1102150563383475,"The U.S. Food and Drug Administration (FDA) on Friday approved two gene therapies for sickle cell disease, making one of them the first treatment in the United States based on the Nobel Prize-winning CRISPR gene editing technology.",0.1315302315633744,Leroy Leo,0.030403901822865,4
859,Wharton Board Calls for Leadership Change at Penn Amid Furor Over Campus Antisemitism,0.0111125301773427,Wharton Board Calls for Leadership Change at Penn Amid Furor Over Campus Antisemitismwsj.com,0.0621885537111666,Melissa Korn,0.0433443114452529,3
860,"Review: ‘Promises, Promises’ by Blank Theatre is a fun, retro night out with Burt Bacharach",0.0263912875670939,I admire the way director Danny Kapinos’ production is willing to trust the audience with this 1960s musical.,0.0240130941674578,Chris Jones,-0.0210093307541683,1
861,"Hanukkah celebrations ‘add light to the world’ for Jews amid darkness of war, antisemitism",-0.0361777225043624,Many Jews believe celebrating the holiday this year is important amid adversity.,0.0548852651845663,Angie Leventis Lourgos,0.0512193511531222,3
862,"Taylor Swift’s Eras Tour is the first tour to gross over $1 billion, Pollstar says",-0.0587517127496539,"She brought in a whopping $1.04 billion with 4.35 million tickets sold across 60 tour dates, the concert trade publication found.",0.0695140528496267,Maria Sherman,0.0817021757247857,0
863,Officials discuss importance of early childcare education in crime prevention: ‘We’re talking about the beginning of the story’,-0.0450433789519593,Local law enforcement leaders and state representatives met with early childhood educators to discuss the relationship between early childhood education and crime prevention.,0.1119975035617244,Chloe Hilles,-0.0149449038581224,4
864,"Warren’s Donovan McNeal, the 2023 News-Sun Football Player of the Year, ‘always came through’",-0.0496517736464738,"Warren’s Donovan McNeal says he is “used to being underestimated.” That’s a mistake, as he showed again and again.",0.0819825635990127,Steve Reaven,-0.0263971009117085,4
865,NBA In-Season Tournament: It will be Tyrese Haliburton and the Pacers vs. LeBron James and the Lakers for title,-0.0117080310592427,Tyrese Haliburton can change his own narrative on Saturday night. And LeBron James gets a chance to add yet another prize to his legacy.,0.0303688854692154,Chicago Tribune,0.0742970325518399,3
866,"Not surprisingly, Dominic Pangallo gets noticed with five 3-pointers for Homewood-Flossmoor. ‘I’ve done it before.’",-0.0262521353433839,Dominic Pangallo finished with 15 points Thursday night as the Vikings beat Lincoln-Way East 77-72 in a SouthWest Suburban Blue game.,0.0373968021885957,Jeff Vorva,0.0512964490335434,3
867,"4 takeaways from the Chicago Blackhawks’ 1-0 win, including goalie Petr Mrázek’s ‘sick’ shutout performance",-0.0773326599155552,The Chicago Blackhawks power play looked like a well-oiled machine leading up to Philipp Kurashev’s goal.,0.1076675119111314,Phil Thompson,0.1300564403354656,0
868,Homewood teen who fled Israel grateful to celebrate Hanukkah with family,-0.0138266161084175,"Josh Jury, of Homewood, planned to celebrate Hanukkah in Israel, but says he's grateful to be with his family for this year's celebration.",0.0594795902798068,Alexandra Kukulka,0.0116741843230556,1
869,Honeywell boosts building safety ops with $4.95 bln deal for Carrier unit,-0.0598752521873393,"U.S. industrial firm Honeywell <a href=""https://www.reuters.com/markets/companies/HON.O"" target=""_blank"">(HON.O)</a> said on Friday it would buy air conditioner maker Carrier's <a href=""https://www.reuters.com/markets/companies/CARR.N"" target=""_blank"">(CARR.N…",0.1416091475402936,Nathan Gomes,0.0464354566647671,2
870,Introducing the 2023 News-Sun Football All-Area Team,-0.028087181126466,"Martin Cohen is among four Antioch players on the team. Carmel has six players, and Warren and Wauconda each have five.",0.0218408171785995,Steve Reaven,-0.0278150103840744,1
871,"Man, 54, wounded in shooting overnight on South Side, gunman in custody, police say",-0.0917314526741392,"Shortly before 1:30 a.m., the victim was involved in an argument with another man in the 9000  block of South Phillips Avenue. The person he was arguing with produced  a firearm and shot the victim, police said.",0.0403902697435114,Deanese Williams-Harris,0.0136893581366166,1
872,Testimony in ex-Ald. Ed Burke case to focus on aide’s alleged lies to FBI,-0.0240014773225993,Testimony in former Ald. Edward Burke’s corruption trial is expected to focus Friday on allegedly misleading statement’s Burke’s longtime ward aide gave to federal investigators,0.1185125401752884,"Jason Meisner, Ray Long, Megan Crepeau",0.0581999037367495,2
873,Patrick Kane misses a point-blank shot in debut with the Detroit Red Wings: ‘It would’ve been nice to bury that’,-0.0423187221167609,"Patrick Kane took his first of 22 shifts at the start of the game and finished with three shots in 16 minutes, 33 seconds of ice time in an intriguing NHL comeback.",0.0794294995139353,Larry Lage,0.1340076175802096,0
874,"Woman fatally wounded overnight in shooting near Ford City Mall on Southwest Side, Chicago police said",0.0200415742001496,"Around 11:45 p.m. Thursday, officers responded to a person shot in the 7700 block of South Cicero Avenue and found woman described as between 30 to 35, shot in the neck and back.",0.1137599498997588,Deanese Williams-Harris,-0.0256279046298004,4
875,Kerry Heffernan: Is the seafood you buy connected to worker abuses? Here’s how to be a good consumer.,-0.0350173565966542,"Chefs, restaurants, grocery stores and average consumers must insist whenever possible that the seafood they buy is locally caught and processed.",0.0226822819677181,Kerry Heffernan,0.0250139787676744,1
876,FTC seeks more information on $53 bln Chevron-Hess deal,-0.0420005653140833,"The U.S. Federal Trade Commission has sent a second request to Chevron <a href=""https://www.reuters.com/markets/companies/CVX.N"" target=""_blank"">(CVX.N)</a> and Hess <a href=""https://www.reuters.com/markets/companies/HES.N"" target=""_blank"">(HES.N)</a>, for ad…",0.0531527008861303,Reuters,-0.0008342041510331,1
877,"Ride-share driver stabbed by customer overnight on Michigan Avenue, cops say",-0.0301710310159251,"Police said the 41-year-old victim was providing a car ride shortly after 12:30 a.m. in the 600 block of North Michigan Avenue when the customer became angry and physically attack him, stabbing him with a sharp object to the head.",0.0424067806015955,Deanese Williams-Harris,0.0405391468229936,3
878,Danske Bank ups profit view; sees 'negligible' Q4 impairments,-0.0434548548437305,"Danske Bank <a href=""https://www.reuters.com/markets/companies/DANSKE.CO"" target=""_blank"">(DANSKE.CO)</a> on Friday raised its full-year net profit forecast due to more favourable macroeconomic conditions and ""negligible"" impairments in the fourth quarter, bu…",0.0629296600236557,Reuters,-0.0146102898725075,1
879,University of Chicago buys Hyde Park mansion once owned by late Supreme Court Justice Antonin Scalia for $3.4M,-0.0380935486173257,"The mansion was built around 1900 for Cora Howland, who was the daughter of onetime Chicago Mayor John A. Roche.",0.1230134103680029,Bob Goldsborough,0.0630794552562292,2
880,"Man accused of sexual assault, grabbing 15-year-old boy at West Loop store overnight, cops say",-0.0125269479176495,"Charges are pending against a man a 15-year-old boy reported grabbed him inside of a Convenience store Thursday night iin the West Loop Gate neighborhood, Chicago police said.",0.1027333313832059,Deanese Williams-Harris,0.0818955392460338,0
881,"Calvino picked to lead European Investment Bank, in boost for Spain",-0.0154094365425407,EU finance ministers on Friday picked Spanish Deputy Prime Minister Nadia Calvino to become the next head of the European Investment Bank in a boost for Spain's clout within the bloc.,0.1063279247900936,Reuters,-0.0079425112780882,4
882,"Tesla Cybertruck's stiff structure, sharp design raise safety concerns -experts",-0.0861519286991097,"The angular design of Tesla's <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Cybertruck has safety experts concerned the electric pickup truck's stiff stainless-steel exoskeleton could hurt pedestrians and cyclists and…",0.115670405793935,Akash Sriram,0.0998147376667475,0
883,Luxury Stores Bursting With Unsold Stuff...,0.0064497187850065,"As growth slows across the luxury industry, designer labels need discreet places to unload excess inventory",0.0314248708837112,wsj,0.0306368997698882,1
884,"In Hollywood, It's Golden Age of the Creepy Woman...",-0.0016738885315135,A spate of recent films revel in their depictions of female characters with sinister vibes and dark secrets—and Hollywood’s leading actresses are flocking to take the roles.,0.0682806026597973,wsj,0.0221872279653325,3
885,Daywatch: City Council committee rejects CPD discipline provision,-0.0224406636552885,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.0611708834621822,Chicago Tribune staff,0.0765606056229444,3
886,Honeywell to Buy Carrier Unit for $5 Billion,0.0049308945890516,Business makes products including electronic locks for hotels and hospital chains,0.0561500178882852,Lauren Thomas,0.0281866653822362,3
887,Ask the Builder: Open web floor trusses,-0.0381711372319841,"Did you know the same technology used in large steel truss bridges can be used in your home, room addition, light-commercial building and so forth? You can have these same trusses built using wood.",0.0673837766225915,Tim Carter,0.0305122075806139,3
888,Mayo Clinic Q&A: Mindfulness and mental health,-0.0246133092587115,"It’s common to feel skeptical about an activity that promises quick and easy stress relief. Yet, mindfulness meditation promises just that. It’s a fast and easy way to reduce stress wherever you are.",0.1196775557182263,Joel Bobby,0.0034786687465384,4
889,"Chicago Bears Week 14 storylines: Kevin Warren’s influence, the downfield passing attack and a College Football Playoff firestorm",-0.0772780712577514,The Chicago Bears on Sunday get their second look at the Detroit Lions in three weeks. Can they erase the sting of the Nov. 19 loss and win consecutive games for the first time since late in the 2021 season?,0.1663013716461137,Dan Wiederer,0.1206771522702183,2
890,"How a local museum helped 100-plus Chicago Bears employees tell their stories through sneakers in the NFL’s My Cause, My Cleats campaign",-0.0575721015702583,"Chicago Bears players will wear cleats Sunday representing causes near and dear to their heart. And Bears employees will wear customized shoes, too, designed in partnership with Sneakerhead University.",0.0882983630435774,Shakeia Taylor,0.1595169878564775,0
891,"‘Hip Hop Nutcracker’ blends classical with hip hop, with MC Kurtis Blow helping build the energy",-0.0597519719158299,"""The movement allows you to hear the music in a new way, and the music allows you to see the movement in a new way.”",0.0982540256136417,Jerald Pierce,0.0795135535881854,0
892,"‘I’ll Have What She’s Having’ at the Holocaust Museum celebrates the sticking power of Jewish delis, with heaping sides of local history",0.0112248539517167,"It was only a matter of time before this touring museum exhibit and ode to a uniquely American Jewish cultural institution made its way here, the land of Kaufman’s, JB’s and Manny’s.",0.0675352412908978,Hannah Edgar,0.0114226010391575,4
893,"3 things we heard from the Chicago Bears, including late hits on Justin Fields and ‘ball of energy’ Jaquan Brisker’s impact",-0.0421602591231931,"Chicago Bears coach Matt Eberflus said he is ""very active"" about making sure officials keep an eye on possible dangerous hits against quarterback Justin Fields.",0.1299240407606703,Colleen Kane,0.1310901835677214,0
894,Republican National Committee backs effort to block mail-in ballots received after Election Day,-0.0373877492002066,Republican National Committee promotes mail-in voting while also filing a brief in support of appeal in lawsuit that seeks to block mail-in ballots received after Election Day in Illinois.,0.0886586657506995,Rick Pearson,0.0337875346012879,4
895,Hasbro to lay off 900 more employees amid weak toy sales,-0.0747525928891263,"Hasbro <a href=""https://www.reuters.com/markets/companies/HAS.O"" target=""_blank"">(HAS.O)</a> said on Monday it would cut another 900 jobs globally, nearly a year after the toymaker announced it would reduce 15% of its workforce amid weaker sales.",0.07732092612423,Granth Vanaik,0.0589924980013165,3
896,"Chicago Bulls reportedly scour potential landing spots for Zach LaVine while weighing options for DeMar DeRozan, Alex Caruso",-0.0530209798671421,"How the latest trade chatter around Zach LaVine, DeMar DeRozan and Alex Caruso informs the next steps for the Chicago Bulls front office.",0.1042962521605659,Julia Poe,0.0415185534802731,4
897,"Migrants arriving by busload in Rosemont and Cicero are sent away, but welcomed in Oak Park, as suburbs respond differently to crisis",0.0383151192218065,"That latest development reflects the varied response suburbs have taken to some 26,000 migrants arriving in Chicago in the past year and being sheltered at police stations and the airport.",0.0788131566368974,Robert McCoppin,0.0722101133942487,0
898,"Bears honor Leyden District 212 teacher as a ‘Classroom Legend’ for his academic wins: ‘At the end of the day, he gives his best effort’",-0.0521856685354578,Mitchell's wife nominated him for the award. George McCaskey and a former player made the presentation.,0.0970528854522854,Pioneer Press staff,-0.0139148458911222,4
899,Elgin’s Lords Park Zoo down to just one bison with the unexpected weekend death of Becky,-0.0209510696586221,"With the death of Becky Sunday night, Elgin’s Lords Park Zoo is down to having just one bison left in its collection.",0.1151773570454679,Mike Danahey,0.0746182247530669,0
900,Youth football teams from Dixmoor and Robbins fall short of championship wins in Florida playoffs,-0.0024736842606216,The Dixmoor Vikings youth football team scored second place in national Pop Warner playoffs held in Florida.,0.0616960303595988,Mike Nolan,-0.035068349505309,1
901,Review: Updated ‘Dial M for Murder’ at Northlight Theatre will keep you guessing,-0.0316439015441574,"Mysteries and thrillers like this one are having a sudden, surprising renaissance in Chicago theater.",0.0621155751869082,Chris Jones,0.0493534072884358,3
902,Afternoon Briefing: FBI mole and former Ald. Daniel Solis spotted at courthouse,-0.1107464094529859,"Good afternoon, Chicago. Here's what is happening today.",0.0618936581595335,Chicago Tribune staff,0.047540757106617,3
903,Goldman Sachs hires Wells Fargo executive to lead transaction banking,-0.0652309873694321,"Goldman Sachs <a href=""https://www.reuters.com/markets/companies/GS.N"" target=""_blank"">(GS.N)</a> has hired former Wells Fargo executive Paul Camp as its new head of transaction banking, according to a memo seen by Reuters.",0.0522206987370736,Saeed Azhar,0.0526461669651325,3
904,Daniel DePetris: Will taking out Hamas leader Yehya Sinwar shorten the war?,-0.0477062467252835,Israel believes that killing Yehya Sinwar will shorten the war and make its quest to destroy Hamas easier.,0.0410185283981263,Daniel DePetris,0.0268609349004691,1
905,Alleged Highland Park parade shooter to represent himself at trial starting Feb. 26,-0.0202536159540613,"In a surprise move at a Monday case management conference, Robert Crimo III's attorneys from the Lake County public defender’s office told Judge Victoria Rossetti that the defendant wished to act as his own attorney.",0.0746188850607723,Clifford Ward,0.107872823411526,0
906,Off-duty Chicago police officer killed in Tinley Park crash identified,-0.0841792222272488,"An off-duty Chicago police officer, 34-year-old Timothy Siwula, died early Saturday following a two-vehicle crash in Tinley Park, according to authorities.",0.16199401178892,Mike Nolan,0.0834993487806059,2
907,"College basketball poll: Arizona keeps its hold on the top spot, while Northwestern makes its debut at No. 25",-0.0369911049492657,"Arizona has solidified its place atop the AP Top 25 men’s college basketball poll, setting up ashowdown this weekend against Purdue, the former No. 1 team in the nation.",0.114840067573823,Dave Skretta,0.1166631710948422,0
908,"It’s Greek to South Elgin’s Demetrios Carrera. Spanish, too. And his effort speaks volumes. ‘Not scared of anyone.’",-0.0689882659207796,Demetrios Carrera’s effort has spoken volumes this season at 120 pounds. He went 5-0 Saturday with three falls at the Beat the Streets tourney.,0.0513258615465019,Patrick McGavin,0.0103688144008629,1
909,Tellurian names Daniel Belhumeur president as new chair takes charge,-0.0380192468492168,"Tellurian <a href=""https://www.reuters.com/markets/companies/TELL.A"" target=""_blank"">(TELL.A)</a> said on Monday it appointed a new president and general counsel, days after the U.S. liquefied natural gas (LNG) developer ousted co-founder Charif Souki as chai…",0.1382154055754654,Reuters,0.0926471954007865,2
910,Tony Granato taking leave of absence from Blackhawks work on NBC Sports Chicago after non-Hodgkin lymphoma diagnosis,-0.0746132729254895,Former NHL player and coach Tony Granato said on social media that he has been diagnosed with non-Hodgkin lymphoma and is taking a leave of absence from TV work as a Blackhawks analyst for NBC Sports Chicago.,0.0484865589824039,Chicago Tribune,0.1236747339135035,0
911,Exclusive: JPMorgan begins First Republic makeover as it opens more branches,-0.0803938440949423,"JPMorgan Chase <a href=""https://www.reuters.com/markets/companies/JPM.N"" target=""_blank"">(JPM.N)</a> is preparing to overhaul branches it acquired from failed First Republic Bank as the lender expands its formidable national footprint.",0.0562914071779232,Nupur Anand,-0.0115121022390667,1
912,Police searching for Carpentersville woman headed to a holiday party in Vernon Hills a week ago,-0.057382175757084,Carpentersville police are working with law enforcement in Vernon Hills to locate a 17-year-old Carpentersville woman believed to have last been in the area of a Bowlero in Vernon Hills on Dec. 4.,0.0883450463006738,Courier-News Staff,0.0786374706367496,0
913,Zara pulls advert from website front page after Gaza boycott calls,-0.0100265247165225,Zara pulled an advertising campaign featuring mannequins with missing limbs and statues wrapped in white from the front page of its website and app on Monday after it prompted calls by some pro-Palestine activists for a boycott of the fashion retailer.,0.0775219838396878,Corina Pons,0.0235721893623122,4
914,Lincoln-Way East’s Alex Lizak plays the guitar and loves science. But on the wrestling mat? ‘He’s all business.’,0.0143137134145945,Lincoln-Way East junior Alex Lizak posted four wins by fall and a decision at 157 pounds Saturday in going 5-0 at the Larry Gassen Tournament.,0.0959886874843505,Patrick McGavin,0.0301167896250262,4
915,First EV charging station funded by Biden's infrastructure law goes online,-0.0135236665373668,"The first electric vehicle charging station funded by a $7.5 billion U.S. government program has begun operating in Ohio, the White House said Monday as the government ramps up charging to address a key concern of potential buyers.",0.0657536425060243,David Shepardson,0.0651141304988414,3
916,Wauconda High School teacher killed in head-on collision,-0.0273485058569349,"Wauconda teacher Robert Gillen, 53, was driving early Sunday morning when his car was struck head-on by a motorist who was in the wrong lane and may have been driving drunk, according to Wheeling police.",0.086705583933508,Clifford Ward,0.0372736454010009,4
917,"After moving to defense, Lincoln-Way West’s Justin Darlage leads Lewis to national semifinals. ‘You figure it out.’",0.013490673576598,"Led by Justin Darlage, Lewis took two-time defending champion Franklin Pierce to the brink before losing 3-2 in Matthews, North Carolina.",0.0688761039637029,Patrick McGavin,0.0955990142538212,0
918,Patients on Eli Lilly's drug regain weight after stopping treatment - JAMA study,0.0087627303437329,"Patients on Eli Lilly's <a href=""https://www.reuters.com/markets/companies/LLY.N"" target=""_blank"">(LLY.N)</a> weight-loss drug Zepbound substantially regained weight nearly a year after stopping treatment, according to full results of a study published on Mon…",0.0627873164921766,Reuters,0.0172152734885457,3
919,Large Oak Brook mansion once owned by baseball Hall of Famer Frank Thomas is getting a facelift under new owner,-0.0372730999952182,"After Thomas sold the mansion in 2003, it had a succession of owners.",0.0820755068707512,Bob Goldsborough,0.0151648665196262,4
920,'End fossil fuels' protester storms stage of COP28 summit,-0.0744630170520395,"A 12-year-old protester burst on to the stage at the <a href=""https://www.reuters.com/sustainability/cop/"">COP28</a> climate summit in Dubai on Monday, holding a sign above her head that read: ""End fossil fuels. Save our planet and our future.""",0.1156129467126447,Gloria Dickie,0.0791872227273415,0
921,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0417121184873394,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.1597370125527959,From Staff Reports,-0.023305959359277,4
922,"Man found dead after Rogers Park apartment fire, Chicago police say",-0.0691771194251487,"A man was found dead Monday morning after a Rogers Park apartment fire, according to Chicago police.",0.1713151889853179,Rebecca Johnson,0.0644120384240523,2
923,"‘Barbie’ tops Golden Globe Awards nominations with nine, closely trailed by ‘Oppenheimer’ with eight",0.0103726140223443,"'Barbie' tops Golden Globe Awards nominations with nine, closely trailed by 'Oppenheimer' with eight.",0.0045409637677948,Chicago Tribune,-0.0051799076609313,1
924,Tucker Carlson's streaming service to charge $9 per month,-0.0339311255956999,"Tucker Carlson's new subscription-based streaming video service featuring interviews and commentary went live on Monday, priced at $9 per month, as the former Fox News host looks to capitalize on his popularity among conservative viewers.",0.1187762353947619,Reuters,0.0559615530073642,2
925,New COP28 draft text does not mention phase out of fossil fuels,-0.0990745487506501,"The U.N.'s climate body on Monday published its latest draft text of the deal it hopes to reach at the COP28 summit in Dubai, which includes a range of actions countries could take to reduce emissions.",0.1386761331232264,Alison Withers,0.1019907911831978,2
926,Satellite Manufacturer Terran Orbital Seeks a Buyer,0.0131855729268863,"Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.",0.0513838637780281,"Doug Cameron, Micah Maidenberg",0.0108985652332194,1
927,"In 2023, bold EV strategies took a punch from reality",-0.0206958848284557,This was the year the auto industry's race toward an all-electric future took a detour.,0.0705111464485526,Joseph White,0.0544219399162102,3
928,Occidental to Acquire CrownRock in $12 Billion Deal,-0.0129298502579331,,0.0143444680143147,Dean Seal,-0.0097816899069584,1
929,Daywatch: Should Illinois make judges undergo training on sexual assault cases?,-0.0349853984662331,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.0419423385028494,Chicago Tribune staff,0.1042381466231745,0
930,Prosecutors expected to rest their case in the ex-Ald. Ed Burke corruption trial; will Danny Solis testify?,-0.0645251977548468,"Prosecutors are expected to rest their case Monday in the corruption trial of former Ald. Edward Burke, potentially setting the stage for the highly anticipated testimony of Burke’s former City Council colleague, Daniel Solis",0.2006492767832242,"Jason Meisner, Megan Crepeau, Ray Long",0.0682241122376581,2
931,Matt Eberflus finally has a signature win after 30 games. Brad Biggs’ 10 thoughts on the Chicago Bears’ Week 14 victory.,-0.0241378352693573,"10 thoughts on the Chicago Bears' decisive 28-13 victory over the Detroit Lions, the NFC North front-runner, that improved them to 5-8 and opened the imagination for the future.",0.0963384756687446,Brad Biggs,0.0388643854530528,4
932,Alarm Grows Over Weakened Militaries and Empty Arsenals in Europe...,0.0164090585312806,Budget cuts and an eroded weapons industry have hollowed out armed services; Russia’s invasion of Ukraine reveals risks,0.0315532456152141,wsj,0.0571078815846703,3
933,Taking the Holiday Express in Aurora is a Christmas season tradition for many families: ‘It’s just a fun time’,-0.0979482954135164,There are a couple of Christmas traditions some Fox Valley residents don’t mess with - spending time with Santa Claus and taking a ride on the holiday train at Blackberry Farm in Aurora.,0.086865138655412,David Sharos,0.063138784840703,0
934,Column: White Sox stasis continues while Cubs move on from another failed pursuit of Shohei Ohtani,-0.0763314855284988,"The White Sox appear to be in teardown mode, while the Cubs try to move on from another failed pursuit of Shohei Ohtani.",0.063246119323594,Paul Sullivan,0.0822157884249463,0
935,Should Alex Caruso earn NBA All-Star consideration? His Chicago Bulls teammates say yes. ‘He’s everything.’,-0.0459779201337369,Alex Caruso's teammates on the Chicago Bulls made a campaign for his All-Star bid.,0.0963473045267164,Julia Poe,0.0331346661550924,4
936,Energy & Utilities Roundup: Market Talk,-0.0142050611320883,,0.0224869324592873,,0.0164939858950674,1
937,"How the Fed’s Rate Hikes Broke Home Buying, in Six Charts",-0.0565903064562007,What does it take to buy a home in the U.S.? A lot more than it did before the Federal Reserve raised interest rates,0.052271376538556,Gina Heeb,0.021052509342553,1
938,"On unexpected findings in Chicago’s cumulative report on pollution, activists and officials caution this is just the first step",-0.0980258152703754,"Even though parts of the Gold Coast and East Side wound up with a nearly identical percentile ranking, they face radically different threats, city official says.",0.1709517718627466,"John Lippert, Karina Atkins",0.0483574280515313,2
939,"At Stateville maximum security prison, first group of prisoners earns college degrees from Northwestern: ‘A place of second chances’",-0.0482046803081175,"Sixteen Illinois men became the first incarcerated students to graduate from a Top 10 University, an accomplishment they and their professors hope will lead to a second chance.",0.1975555153330788,Rebecca Johnson,0.0991477236384525,2
940,"10 best books for 2023: Or make that 12, if you include a trio that shouldn’t work at all",-0.0289666223106905,"Pretend you’ve invited a bunch of books that you can’t get out of your head to a Christmas party. From fiction to histories to climate change books, it's crowded. But you do have a favorite.",0.1260222964046988,Christopher Borrelli,0.053276977945643,2
941,Craig M. Klugman: Most colleges don’t require training that addresses antisemitism. That has to change.,0.0104289554292336,Colleges and universities must mandate anti-antisemitism training to address the existing structural antisemitism in the academy.,0.020373614737764,Craig M. Klugman,-0.0152502412965986,1
942,"Letters: Considering the backlash against Israel, where is the outrage over horrifying conflicts elsewhere?",-0.013544600107707,Readers’ responses to Seph Mozes’ op-ed echo the wide disparity in public reaction to Israel.,0.0061165357183199,Chicago Tribune,-0.0042616958962753,1
943,"After controversy in Quincy, advocates question whether Illinois should require judges to undergo training on sexual assault cases",-0.0005967498000245,Controversial case in Quincy increases demand by advocates to require training in sexual assault cases.,-0.0202970005775569,Jonathan Bullington,0.0404329717111977,1
944,Anthony J. Constanti: The Cold War is over. America can let go of the old bilateral treaties.,-0.045860966638429,"The old network of treaties was almost entirely established in post-World War II. But now, the structure of the international order is changing.",0.0105459276528563,Anthony J. Constanti,0.0077064842917025,1
945,Editorial: The opioid epidemic is getting worse. Don’t reward one of the main culprits.,0.0044665514724329,"In the interest of justice and human decency, the Supreme Court should give a thumbs-down to the Purdue Pharma bankruptcy scheme.",0.0837601305247517,The Editorial Board,0.0430710581131279,3
946,"Laura Washington: Art Basel, ‘the Super Bowl of art fairs,’ is selling Black artists short",-0.0321523473248817,"Art Basel in Miami may be the “it show,” but there is not enough participation from people of color.",0.0344330742373131,Laura Washington,0.0847110863833222,3
947,Arab OPEC ministers gather in Doha as COP28 fossil fuel talks continue,0.0263205159862991,OPEC's top Arab energy ministers arrived in Doha on Monday for the 12th Arab Energy Conference as countries clash at the UN's COP28 climate summit over a possible agreement to phase-out fossil fuels.,0.0638834122801199,Reuters,0.1199999363161623,0
948,Ask Amy: Parents struggle to handle child’s school stress,-0.0715317944268463,"Dear Amy: My son is 8 years old and is very talkative and inquisitive. He asks lots of “why” questions that don't always coincide with the current conversation, but are about a previous topic.",0.0101121298794168,Amy Dickinson,0.0050753808754961,1
949,Dollar Could Extend Recovery if Fed Dampens Rate-Cut Expectations,-0.0129641712992452,,0.0216417277697473,,-0.0045579518191516,1
950,COP28 enters crunch time with countries at odds over fossil fuels,-0.0369319075834937,"With the COP28 climate talks entering crunch time on Monday, U.N. climate chief Simon Stiell urged countries to come together to reach a final deal for the summit - where they were facing off over whether to call for an end to fossil fuels.",0.1446757358498871,Kate Abnett,0.093607002927456,2
951,"As UK dental system decays, surging numbers seek treatment abroad",-0.0410846616432536,"Once Marion Parks found out she needed intensive dental work, the 55-year-old decided her best course of action was to leave her small English village to have implants — in Istanbul.",0.0622684098780155,Sachin Ravikumar,0.0262476503994548,3
952,Confectioners eye holiday boost as UK shoppers snub expensive gifts,-0.0106392442103242,"Quality Street maker Nestle and Cadbury owner Mondelez <a href=""https://www.reuters.com/markets/companies/MDLZ.O"" target=""_blank"">(MDLZ.O)</a> are seeing higher sales of confectionery in Britain this holiday season driven by cash-strapped shoppers seeking che…",0.0572773973690345,Richa Naidu,0.0004951235605403,1
953,Papua New Guinea in advanced talks with Chinese banks to fund its stakes in LNG megaprojects,0.0438406444445718,"Papua New Guinea's state-owned petroleum company is in advanced talks with Chinese banks to help fund its stakes in the two major liquefied natural gas (LNG) projects in the country, a senior executive said on Monday.",0.1354879634309327,Lewis Jackson,0.0856955053750425,2
954,Boeing Has a Frontrunner to Be Its Next CEO,0.0137159849982708,"Stephanie Pope to be promoted to operating chief, making her the likely successor to CEO David Calhoun",0.0534771204693242,Sharon Terlep,0.0287393176113255,3
955,"Photos: Washington Capitals 4, Chicago Blackhawks 2",-0.0397303737699985,"Photos from the NHL game between the Chicago Blackhawks and the Washington Capitals at the United Center on Dec. 10, 2023.",0.132562788145151,,0.0761036146432161,2
956,"Chicago Blackhawks end winning streak, drop second game of back-to-back to Washington Capitals 4-2",-0.1233957067597657,"For the fourth game in a row, the Chicago Blackhawks struck first: Philipp Kurashev scored the game’s opening goal with a tip-in from the doorstep. But the Washington Capitals scored three unanswered goals for the win Sunday.",0.2152622971807432,Phillip Thompson,0.1416473546996712,2
957,Tucker Carlson Is Launching His Own Streaming Service,0.0107854622037848,‘Tucker Carlson Network’ is expected to go live on Monday and cost $9 a month,0.0712461831280961,Isabella Simonetti,0.020900530507788,4
958,A Look Back at How Awful Politics Was in 2023,-0.0248133830027654,The question is whether the troubles were the cause or the result of a divided electorate,0.0157919923076406,Gerald F. Seib,0.0314338320167735,1
959,Review: ‘How to Dance in Ohio’ on Broadway is at its best when it lets its autistic stars shine,-0.0327023377176374,"This new musical focuses on a group of real, young, neurologically atypical persons in Columbus, Ohio, all preparing together for their prom.",0.1162981113011483,Chris Jones,0.0198479972314089,4
960,Nick Martinelli’s career-high 22 leads Northwestern men’s basketball past Detroit Mercy 91-59,-0.0542840730049647,Nick Martinelli came off the bench to hit 10 of 12 from the field for a career-high 22 points as Northwestern rolled to a 91-59 win over winless Detroit Mercy.,0.0539868980122264,Associated Press Staff,0.0478995540179312,3
